clip_id,your_label,auto_label,confidence,text_model_label,text_conf,acoustic_label,acoustic_conf,word_count,transcript
clip_1302,Frustrated,Frustrated,0.3755,Frustrated,0.6259,High Stress,0.7,64,"These guys are f**king retarded Yuki, don't worry, don't worry Plenty of time Like, what's happening? It's so slow Slow you go, pal Nice Paradise, like, traffic paradise What is this one? Oh, Yuki Sennota Not gonna be happy with that Bro! A f**king traffic bro That's so dangerous Is he calling his engineer bro? Yeah Bro Hey, can't take fam"
clip_1305,Calm,Calm,0.26,High Stress,0.3842,Calm,0.65,59,"Ok Yuki It might not be important to you the team, it is important to me Yuki's so low that what's happening here What the f*** is he doing honestly? This idiot I don't know Yuki, I have no idea I am... Ah, it's him Alright Yuki, the FIA said that we cannot swear anymore on the radio"
clip_1309,Frustrated,Calm,0.523,Calm,0.8717,High Stress,0.75,15,"Comments that these are okay, but I will report later. Comments that these are okay."
clip_1310,Frustrated,Frustrated,0.449,Frustrated,0.7484,Calm,0.65,16,"Fuck, fuck, fuck, fuck, fuck, fuck. This was a big one, this was a big one."
clip_1311,High Stress,High Stress,0.279,High Stress,0.465,Calm,0.65,5,"No, please. How are you?"
clip_1317,High Stress,High Stress,0.39,High Stress,0.65,Calm,0.65,7,Are they okay? I see a fire.
clip_1320,High Stress,High Stress,0.39,High Stress,0.65,Calm,0.65,35,"I don't know what ASUS is doing there. Red flag, red flag, follow the reference, charge on, follow the reference. Is he okay? What's going on there? I will let you know. I don't know."
clip_1321,High Stress,Calm,0.5668,Calm,0.5113,Calm,0.65,9,"Tell him he's okay, please. Tell him he's okay."
clip_1323,High Stress,Calm,0.5662,Calm,0.9436,High Stress,0.7,7,"Red flag, red flag, follow the guns"
clip_1324,High Stress,Calm,0.4361,Calm,0.2935,Calm,0.65,6,Someone touched on lost a wheel.
clip_1327,High Stress,Frustrated,0.5531,Frustrated,0.9218,Calm,0.65,8,"That's right, we set the fire. Grozhan, Grozhan."
clip_1328,High Stress,High Stress,0.39,High Stress,0.65,Calm,0.65,15,"Red flag, red flag, red flag, red flag. It's a cow kid. It's a cow."
clip_1334,High Stress,Calm,0.26,Frustrated,0.3175,Calm,0.65,9,"Yeah, no problem. Just don't repeat everything, please. Understood."
clip_1335,High Stress,Frustrated,0.3524,Frustrated,0.5873,High Stress,0.75,12,K1 available. Yes I know. Leave me to it please. Leave me alone!
clip_1336,Frustrated,Calm,0.3835,Calm,0.6392,High Stress,0.7,16,"Even with DRS it's proven really difficult for Hamilton. He's there, Likert. A leakage of what?"
clip_1337,Frustrated,Frustrated,0.3262,Frustrated,0.5437,Calm,0.65,11,I have the seat full of water. Like full of water.
clip_1338,Frustrated,High Stress,0.571,High Stress,0.4517,High Stress,0.75,21,"Must be the water. And so say goodbye, goodbye, goodbye. Let's add that to the words of Fisdhan. So loud, Claire."
clip_1339,Frustrated,Frustrated,0.463,Frustrated,0.7717,High Stress,0.7,22,"I'm behind in my car as we go mate. Just leave you to it with the zero, it's not an issue. RUN!"
clip_1340,High Stress,Calm,0.5212,Calm,0.8687,High Stress,0.7,10,"we have some wheel-to-wheel fighting, they delayed it until the slicks."
clip_1341,Frustrated,Calm,0.26,High Stress,0.4026,Calm,0.65,19,and the new one that's called practice and it's difficult I'm not close enough copy I'm not close enough
clip_1344,Frustrated,Frustrated,0.4337,Frustrated,0.7228,High Stress,0.75,19,"I'm fine, it's all P1 Stop talking to me while I'm in fricking battle man, jeez Where am I losing?"
clip_1345,Frustrated,Frustrated,0.5035,Frustrated,0.4391,Frustrated,0.6,26,"Yeah, I come back to you and you're doing a job with tires, keep doing that. You're not laughing when you say seven same second sector."
clip_1346,High Stress,High Stress,0.3,Frustrated,0.3375,High Stress,0.75,23,"What are you doing baby? 27, 7 that's 3 seconds faster. Oh it went 297, sorry it went 297. You fuck. You always just sit here, salt, alright."
clip_1347,High Stress,High Stress,0.5188,High Stress,0.8647,Frustrated,0.6,79,I came back to you after that last time 30.8 I will not just tell you for I don't want you I'm not a team worker so I'm gonna say This one with you bro what the heck You tripping bro you tripping In China I go out of the way when you're on the different shoulders I understood we swapped the cars this Saturday Have a tea break while you're at it Oh my god What the fuck
clip_1349,Frustrated,Calm,0.459,Calm,0.765,High Stress,0.75,43,But between us it was very clear we had a discussion after the race. I explained the choice and we were all open. This is fine. I'm okay with the events that are unfolding currently. That's okay. Things are gonna be okay.
clip_1352,Frustrated,Calm,0.5522,Calm,0.9204,Frustrated,0.6,31,Eventually... You're absolutely right. There's no issue between us probably. Try again to downshift now please. This is working otherwise we won't take your hand. I'll just tell what you are.
clip_1354,Frustrated,Frustrated,0.403,Frustrated,0.6716,High Stress,0.75,12,Come on man. Do me a favor please. Get out of here.
clip_1355,Frustrated,Frustrated,0.443,Frustrated,0.7384,High Stress,0.7,22,Yeah right right here man shi- It's uh... There is no issue between us Stop the cap! Stop the cap! Stop the cap!
clip_1359,Frustrated,Calm,0.4066,Calm,0.6777,High Stress,0.7,20,"It's like someone that can't dance. Something magical from you, what would you say to them? Don't. Simple as that."
clip_1366,High Stress,High Stress,0.3,Calm,0.3415,High Stress,0.75,106,"Stappen as well and look they now wheel to wheel down the pit lane but Verstappen has actually gone about a meter of voltage And they have some better they get out just ahead of Carlos Sightseys He's got wine, he's got wine! Has all the good work become undone as Verstappen tries to fight back and then sees Charles Leclerc Here comes Verstappen again, he's almost pushed onto the grass somehow Leclerc stayed ahead Defender guys Leclerc He's been doing all the attacking on Leclerc now he's defending they do touch wheels as Charles Leclerc barges his way through And Max Verstappen hangs out round"
clip_1368,Frustrated,High Stress,0.28,Frustrated,0.4422,High Stress,0.7,91,"What was he doing? The same decoy needs to speed up because this is too slow. Lewis is backing up the pack a little bit. He went into it. He pretested me. What the f**k is going on? That literally just came along time again, turned in and hit me. This is a down at turn 15. Lewis is backing up the pack a little bit. He went into it. He might have lost a bit of front wing there, Sebastian Vettel. And he's saying to Hamilton, what did you do?"
clip_1369,Frustrated,Frustrated,0.4277,Frustrated,0.7129,High Stress,0.7,76,"He pretested me. What the f*** going on? That is Max Verstappen, the race leader. And he has spun coming down the hill. Did they make contact? I don't know if he had any to come and what happened. Generally we spaced out. What a f***ing idiot. What a f***ing idiot. I know what to say. I hope he can't find him now in the paddock. Because he is... I say it by sp..."
clip_1374,Frustrated,Calm,0.4831,Calm,0.8051,High Stress,0.7,23,"Yes, let me alone, I know what to do. So just come in, call us a few places. Call us here. Yeah, there."
clip_1376,Frustrated,High Stress,0.5687,High Stress,0.4478,High Stress,0.75,97,"hang around my seat. Okay, copy. I'd be proud if it was what you think it is, but it's not. Er, but then I was going up with my earphones. I can only hear one ear currently and it's twice the volume. So please try a little bit, talk it. What's happening? What's happening? Why am I hearing the radio of the others? I don't know, I haven't heard that great. I was hearing Hamilton on the radio. I mean, I was hearing an engineer or someone. Good weather for... There is a behind on a hotline."
clip_1377,Frustrated,High Stress,0.5474,High Stress,0.4457,High Stress,0.7,46,"Please, I'm telling the rate. I'm sorry. A bit of allergy around this place. I am stupid. I am stupid. I switch off everything. Taku, obviously you have to make your best attempt, but you have tomorrow morning as well. So don't take too many risks."
clip_1378,High Stress,Frustrated,0.2935,Frustrated,0.4892,High Stress,0.7,90,"That's too late, Chokes, too late. I couldn't do anything. Bottas, two and a half seconds behind on an outlap. So I'll have to let it pass that and be pushing now. No, you're pushing. You're pushing. Do not do that. You're pushing. We're on a timed lap now, Nico. We're on a warm-up lap. Shut up. We're on a warm-up lap. We're on a timed lap as well. Bottas is on a warm-up lap behind you. I'll tell you where the traffic is. You just concentrate on the driving. Yes, it's full."
clip_1379,High Stress,Calm,0.4306,Calm,0.7177,High Stress,0.75,7,"Yes! Kimmy, we're about to go live!"
clip_1380,Frustrated,Calm,0.3407,Calm,0.5679,High Stress,0.75,92,five on television so next time you hear me five on television fantastic job Kimmy that was great yeah that's it that's it Brad I want to hear you say it mate that's pole position I want to hear you say it that's pole position lones pole position let's go is my engine nice and cold or what yeah cause we're looking up to that point where those spawning so it must be cool to know I'm just saying when I come off the track and we start going over the day
clip_1382,Frustrated,High Stress,0.5307,High Stress,0.4179,High Stress,0.7,75,"I'm sure you wanted to hear my voice before starting the race. Just wishing you the best of luck. We followed you here on television. You did amazing yesterday. So yeah, please come find me a friend and take care of my car. Okay, I'm gonna pee in your seat. No, please. Have fun. Jack, how are you? What's going on? Everything is normal, sorry. I made a mistake. I got damaged, got damaged."
clip_1384,High Stress,Frustrated,0.5109,Frustrated,0.8515,High Stress,0.7,64,"3, 4, take! And Fernando, is there any damage? Is there any possible damage? I don't know, I touched with Wettel. I hope he has damage. A stupid move. No one. I've got a question. What the f*** did you do to Michael? One keep pushing, or throw it out later. I'm hanging here like a cow. Get the wallp. Okay, can you bring it back?"
clip_1385,Frustrated,Frustrated,0.4549,Frustrated,0.7582,High Stress,0.75,55,"Oh, well, I'll copy that. Magnet is an easy and hilarious beast you've been. It's a hat, a shame. Yep, that guy just must be to me. I have damage. Yeah, what the hell, I'm the honest way. Lance, just need to press the OK button. I pressed it. You're pressing the pick confirm button."
clip_1386,Frustrated,High Stress,0.3,Frustrated,0.4759,High Stress,0.75,89,"I'm sure a button is the okay button, Brad. Timmy, get out of the way! Don't shout, Tim. That went down a little, but not a chance. But not in the fast corner. Jack, you're still two seconds and half slower than Fernando. This cannot be possible with the same fuel load. I know you've got some understeer, but you cannot be two seconds slower. Come on up. If I don't avoid that, he's just going straight to my car. Honestly, what are we doing? Racing or pick-up?"
clip_1387,Frustrated,Frustrated,0.479,Frustrated,0.7983,High Stress,0.75,96,"Okay, he pushed me off the track, I think you have to leave a space. All the time you have to leave a space. This is not a team work, as long as a... In China, I got out of the way when you're on a different strategy. Understood, understood. We swapped the cars, he's 17. Have a tea break while you're at it. Come on. The clock's gone. Douds, Douds, Douds, Douds, Douds. Hey, stop! Late now! Copy, copy. Why we put hearts on? Why we put the hearts back on me? I'm not doing it."
clip_1388,Frustrated,Calm,0.3573,Calm,0.5955,High Stress,0.75,87,"guy. I'm a shish here, I came here for a red blue in 1972. I'll just say Max. Hi, it's the car. Hi, it's the car. No good. There's a tone, there's a stop. No traction. Apart from that, it's great. We're having awesome fun. You forgot to connect the drink, bro. Yes, confirmed. Is the drink? Is it on now? I'm not there. We forgot to connect the gmail. You will not have the drink, sorry. Is it on or not? The drink? No, keep it on."
clip_1389,High Stress,High Stress,0.5546,High Stress,0.4243,High Stress,0.75,69,"No, you will not have the... No, no, no, it's a switch on or not. You mean the slow button? No, no, it's my drinking. Is it empty bottle or not? No, no, keep it, no. You will not have the drink. Oh my God! Ah! I can't believe it, guys. Keep going, keep going for now, keep going. My car is broken! It's broken! Actually, still... It's off."
clip_1390,Calm,Calm,0.447,Calm,0.745,High Stress,0.75,101,"on rain? No rain coming. It's raining on my body, my rain is here but it's not very strong. Is anyone else reporting rain? I think it's sweat from the inside of my helmet. So it sounds like it's just you that's reporting the rain. I suspect it might be the sweat. Box this way Henry Kate, box this way, we'll have to wait but I'm not going to lose the time. Please confirm that you will box. Box Henry Kate, mate in the grab on. Great job, see you in the gravel. See you in the gravel. He's there, Likert."
clip_1391,High Stress,Calm,0.3022,Calm,0.5037,High Stress,0.75,76,"A leakage of what? I have the seat full of water. Like, full of water. Must be the water. Let's attach the water filter. Try to tire. Stay out, Scott. Stay out. The whole steering is pretty much dry. What else do we have to lose? What do you want to do? It's pretty hot out here. Yeah, we need to beat the game, Scott. Box, Scott, box, box. Well, that's important. Masa has a drive-through penalty."
clip_1392,High Stress,Calm,0.5282,Calm,0.8803,High Stress,0.7,73,"Still we have a driver. Masa, Masa has a penalty. Masa. OK. So we've got to drive through penalty, but we'll delay it as long as we can. To the left. That's not to speak. OK, Kimi, we have now five second time penalty that we will serve after the race. So that we'll add five seconds to your time after the race. For crossing the line on pit entry. What's happening this way?"
clip_1394,Frustrated,Frustrated,0.306,Frustrated,0.5101,High Stress,0.75,79,"Michael, he's got past Michael and Michael has a damaged wing. Come on, come on! Michael's moving all around the breaking area. Charlie, Michael can't move around the breaking area right now. He's out of order. He can't move and he's possibly going to... Yeah, we've moved on to breaking. I'm not even going to get into a radio fight with the other teams, Max. We'll let this shoot and see their thing. It's childish on the radio. Childish."
clip_1395,High Stress,Calm,0.4714,Calm,0.7856,High Stress,0.75,14,"So box, box, box, box. Steering wheel, class of steering wheel here. Hey, hey!"
clip_1397,High Stress,Calm,0.5607,Calm,0.9345,High Stress,0.75,67,"So I'll keep you updated on the gap. I'll keep you updated on the pace I will advise when the safety car will be in this lap Okay, we need to keep working all four tyres please keep working These two actually used to give a 10 car lens to chance and some breathing space But guys, I'm on the official comparison, please don't ask these things please"
clip_1398,High Stress,Frustrated,0.3475,Frustrated,0.5792,High Stress,0.75,97,"Please, stop inventing. Stop inventing. Alright, this guy is such a f***. That's Polo Pinto. I was like, it's still my best friend. I have all these years later, huh? I know this is difficult, so entry to six is good. Exit, you need to be a bit to the right. Whatever you did that was good. Keep doing that, please. But I'm doing the same thing every lap. You just sh**. Making me do the hokey-hokey. Yes, we're losing lots of time. We're losing time. Try and make a move. What do you think I'm doing, Max?"
clip_1399,Frustrated,Frustrated,0.3316,Frustrated,0.5526,High Stress,0.75,19,"I'm going home. You. Keep going, keep going Enrique. You have to go and speak with your national mate."
clip_1400,Frustrated,Frustrated,0.473,Frustrated,0.7884,High Stress,0.75,72,"I'm going to touch her, what the hell is he doing? Sorry, touch her. Fine, go! Fine! I'm f***ing low! I'm ready, relax! Okay, I'm pretty chill now myself. F***ing it, this is boring. I should have brought my pillow. Flando, point eight behind, point eight with the RS. Russell, no the RS. Yeah, he's on purpose. Copy that. Felipe, Fernando is faster than you. Fernando is faster than you."
clip_1401,Frustrated,Frustrated,0.3402,Frustrated,0.5669,High Stress,0.75,100,"Come on mate, he's faster than you. He's faster than you. Felipe, Felipe. Fernando behind. He's faster than you. That's the message. Fernando behind. He's faster than you. Thank you, sir. You're doing well. I just hope that we don't fall off like like bananas at the end of the race. David, can you go quicker? Can you go quicker? I think so. Let me have a go on what I know. Hey, what the f*** is this really? I think he still cannot see. Yeah, yeah, he still cannot see. He's behind there and he should stay."
clip_1402,High Stress,High Stress,0.3,Frustrated,0.4595,High Stress,0.75,46,"I am not reporting stuff. Okay, so Fernando is faster than you. Can you confirm you understood that message? Okay, man, good luck. Just stick with it now, sorry. We won it, finally. Yes! Yes! Yes, yes, yes, yes! Yes! Ah! Yeah! Yes! Yes, yes, yes!"
clip_1403,High Stress,High Stress,0.3,Calm,0.3853,High Stress,0.75,122,"Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah Guys, we need to eat again! Oh my God, yes!"
clip_1404,Frustrated,Calm,0.4979,Calm,0.8299,High Stress,0.75,47,"How about that? Yeah! Thank you guys! Well, that's payback from last year about three. Indeed. To whom it may concern you. Yeah! Woohoohoohoo! Yeah! Woohoohoohoo! Yes! Cheers boys! Let's hook it! Yes! Woohoohoohoo! Woohoohoohoo! Woohoohoohoo! Woohoohoohoo! Woohoohoohoo! Woohoohoohoo! Woohoohoohoo! Yes! Yes! Yes! Great drive! Great drive!"
clip_1405,Frustrated,Calm,0.5122,Calm,0.8537,High Stress,0.75,47,"Ferrari's back, Ferrari's back Woohoo! Yes! Si ragazzi! Oh, mi senti, mi senti! Grazie, grazie, grazie! Dai, forta Ferrari! Well, Mark, you drove very well today. Great job. You won the British corn free. Well done. Fantastic, guys. Stopped out for number two driver. Cheers. Woohoo! Yammerabadi! Ring-ding-ding-ding-ding-ding-ding!"
clip_1406,Frustrated,Frustrated,0.39,Frustrated,0.65,High Stress,0.7,77,"I lost power, I lost power, no more power, no power Go to the finish line, keep pushing, go to the line, keep pushing, go to the line I want to tell you Actually I made a mistake, Kabuja is fourth, Kabuja is B4 B4? Yeah Position four, why? So I got the as well, Ceku, okay You got it back now Great job Carlos, B5 again, B5 Do you know what that was? That was the smooth operator Smooth operation"
clip_1407,High Stress,High Stress,0.3,Calm,0.3721,High Stress,0.75,79,"Carlos check the radio we seem to have picked up some dodgy music channel again Sebastian Vettel congratulations. You are driver of the day I haven't got much time to sum it up. I need to go to my guys. It's a bit weird. Who gave you my number? Daddy I'm so proud of you and Wherever you go, I will support you. I love you by the way. I love your start I love some of you guys"
clip_1408,High Stress,High Stress,0.28,Calm,0.4597,High Stress,0.7,54,"You're a great Ross, you're a great Ross. All of you guys. No I can't. We did it, we did it. He's carrying a big kiss on me. Brilliant, Sando. Absolutely fantastic, mate. Absolutely brilliant job. Thanks from Rado. We are the champions. We are the champions. We are the champions of the world."
clip_1409,High Stress,Calm,0.4106,Calm,0.6843,High Stress,0.75,72,"We are world champions! World champions! Wooo! Ok, Sébastien, good job. I need to wait until everybody crosses the line. I need to wait, but it's looking good. You just wait and shine. You just wait. Hamilton, P2, Button, P3. You wait, we just need the two cars, mate. Just do us two cars. I think you'll like it. Rosberg, P4, Kubica, Kubica P5, Dupist, Valtmeister! Thank you, mate. I'm in here. I'm in here."
clip_1413,Frustrated,Calm,0.3615,Calm,0.6026,High Stress,0.7,69,"Here goes Hamilton on Sonoda. This is a battle for 13th place. Hamilton's made it, goes right the way around the outside. Hamilton's got past Joe Venanzi, set the fastest lap, he's now got Fernando Alonso ahead of him. Lewis Hamilton has got past Fernando Alonso. That, Martin, is a crucial move for him. Look how he's almost pushing the McLaren. The wheel to win at the moment, Hamilton's ahead."
clip_1414,Frustrated,Calm,0.472,Calm,0.7866,High Stress,0.75,84,"by Carlett, Hamilton finally gets ahead and Daniel Ricciolo. Now he's into the top 10 and he can chase after Sebastian Vettel. Vettel hasn't managed to defend on this lap, Hamilton is now up to ninth, he's got Esteban Occombe the next one ahead of him. So Hamilton slicing his way through the field, Hamilton now trying to get past Esteban Occombe, this seems a lot easier. Hamilton is gaining, Ompierre Gazzley gets a lovely slipstream, gets DRS as well, powers past the Alphatowery. Peace."
clip_1415,Frustrated,Calm,0.5256,Calm,0.8761,High Stress,0.75,86,"That'll pass Leclerc. He's a long way back, it'll be a big lunch from there. And he's going to try and make that lunch, and he does make that lunch down the inside Lewis Hamilton. That is the best move of the lot. And that is a mega sprint drive from Lewis Hamilton to come home in fifth place. What's he going to do over 71 laps tomorrow? 10th on the grid then with his five-place grid drop for the new engine. It's like sound of where we go."
clip_1416,Frustrated,Calm,0.4832,Calm,0.8054,High Stress,0.7,40,"Hamilton is up to 7th. We saw him through Ferradura passing there. Be a Gazzly. There goes Lewis Hamilton on Sebastian Vettel. Hamilton in one lap from 10th is up to 6th. He is gaining, gaining, gaining in the slipstream of Carlos Sight."
clip_1417,High Stress,High Stress,0.28,Frustrated,0.4239,High Stress,0.7,88,"Balls over to the inside. Sides isn't going to fight that one. He has cleared not one, but two Ferraris now and he's up into fourth place. Both times, he let Hamilton through. He has. Hamilton is up into third place. Inside, outside, outside, inside. Which way is Lewis Hamilton going to go? To the left or the right? It's going to be to the right. It's going to be round the outside and for the second left, running the crowd. Cheer as Lewis Hamilton passes Sergio Ferris."
clip_1418,Frustrated,Frustrated,0.2912,Frustrated,0.4854,High Stress,0.7,60,"Hamilton pulls ahead of a staffer before they get to the corner. The crowd go absolutely wild. He has gone from last all the way to first. What a drive. This has been from Lewis Hamilton this weekend. Yeah, boy. That's how you do it, man. That is how you do it. Woo! Yes! Come on, guys. Come on, guys."
clip_1419,Calm,Calm,0.5305,Calm,0.4508,Calm,0.65,11,"Oh, yeah, okay. That's a great discover on this unbelievable test."
clip_1420,Calm,Calm,0.5642,Calm,0.9404,High Stress,0.7,80,"We meet again to witness a spectacle like no other. This, my friends, is a race. Welcome to the greatest test of sport that we have. Welcome to Formula One. Radio check. Radio light on clear from garage. Still very unclear for everyone what the track will be like. I'm happy to go with our plan, which is to go full wet. Let's see what we can do with it. The time is now. We have moved to the form..."
clip_1421,Calm,Calm,0.5169,Calm,0.8616,High Stress,0.7,33,information lat now we try to use the brakes to warm up the tires so nice good straightland braking and as much weaving on energy as you can but we keep it safe
clip_1422,Frustrated,Frustrated,0.3014,Frustrated,0.5023,High Stress,0.7,82,"That is absolutely brutal ahead of what should have been his Grand Prix debut. OK, that could be good going. No. So, Max, we've got Hazard. He's hit the barrier, turn two. Currently double yellows. We are expected perhaps an aborted start. I will keep you updated. And I really feel for him. He is a great competitor. He is rapid, but sometimes we call them rookie errors for a reason. Aborted start because we saw your great position. What happened? Hazard."
clip_1423,Frustrated,Calm,0.5337,Calm,0.8896,High Stress,0.7,60,"crossed at 32. Can we change tires? So we'll be able to adjust a tire choice. Lance Stroll has taken the opportunity to bin off that gamble on the wet tires. He'll start on the inter. So the entire field, 17 on the grid 2 in the pit lane, will mean that we're all on the green wall tire and the shallower grooves."
clip_1424,Frustrated,Calm,0.5086,Calm,0.8476,High Stress,0.75,96,"last car approaching the back of the grid. Our journey around the world to crown a champion will begin in the rain. Formula One in 2025 begins when the five red lights go out. The new season is underway and we're racing to turn number one. Max Estap has got a good launch. Landon Norris knows it covers him off. Do we go three wide into turn number one? Can Max get around Oscar? No, he can't. Trying to move up. And he draws by to take second place in the opening meters of the Grand Prix."
clip_1425,Calm,Calm,0.335,Calm,0.5583,High Stress,0.7,72,"Oh, big moment into the wall and the Alpine finds the barriers. Jack doing on debut gets no further than the exit of turn number five. OK, mate, are you OK? Yep, I'm OK. OK, mate, the car is safe. You're OK, yeah? Yep, I'm OK. OK, mate. OK, to switch on? Yeah, it will be switching off, please, mate. Safe to car deployed, safe to car deployed. Confirming we would stay out. Confirmed."
clip_1426,High Stress,High Stress,0.39,High Stress,0.65,Calm,0.65,47,"So, okay the moment. Okay copy. Uh, doing a crashed between five and six. Did you have any contact Niko? No, no Dunemawara but nothing no. Okay copy. You are B10, we are your Alonzo, Ed, Cassie, Hamilton, Alex. What happened? I had like a massive torque search."
clip_1428,High Stress,Calm,0.5232,Calm,0.872,High Stress,0.7,72,"is we're going racing once again in Melbourne. Multifunction RB position one, multifunction RB position one. Rear park is now good. Just some light, Oton, three, turn 11 to manage rear temperature. Could be McLaren v Red Bull in the strategy stakes as well as we stand here. Second still between Norris and Verstappen. Remember the amount of times Red Bull nailed it in these conditions. Main tyre to cool down, front left."
clip_1429,High Stress,Calm,0.5334,Calm,0.8891,High Stress,0.7,75,"more. If you use K1, we have a close. K1 available. Yes, I know. Leave me to it, please. The man from Melbourne is chasing down the world champion who is beginning to get braver and braver with the exit curves. For our end, Verstappen is off. Verstappen goes deep, brushes the gravel. Through goes Piaz-Tri, Oscar Piaz-Tri up to second. Yeah, I'm a Tizer. Get behind the 10 seconds mark, so stay out. Oscar is now the car behind."
clip_1430,High Stress,Calm,0.5178,Calm,0.863,High Stress,0.7,67,"do 3 seconds. The staff at 4.8. He's there, Likert. A leakage of what? I have the seat full of water. Like, full of water. It might be the trick, but I still have the trick. Must be the water. Let's add that to the ones of Rida. If footlocking is difficult, you can do one click rearward spray balance. OK, how many laps to go? 26. OK, let's go."
clip_1434,High Stress,Calm,0.5599,Calm,0.9331,High Stress,0.7,99,"So talk about the difficulty of keeping temperature in the intermediate air later in the Grand Prix. This is going to be challenging. There will be 16 laps remaining when you cross the line. There still is a rain on its way to us. I'll give an update once we get going. In three laps, class three rain expected. Lasting for two laps. Class three is a lot. Yes, this is what we see for the radar, but we'll have to wait for it. As we cross the line and we go racing once again, Lando Norris leads. Oscar Piazza."
clip_1435,High Stress,Calm,0.3238,Calm,0.5396,High Stress,0.7,65,"Astri trying to take it away. Winter has picked up here. Forecasting, light rain in two minutes, and heavier in five. That's it, good job. Spell drizzle in the between, on six. Two laps, two heavy rain, short and sharp, heavy rain, last in two laps. Okay, understood. This is going to be remarkable, because it's going to be heavy rain, and the drivers, they..."
clip_1436,High Stress,High Stress,0.5629,High Stress,0.4381,High Stress,0.75,110,"will want to come in and they will want to get the tyres to evacuate the water from the surface. But it might be the best option to try and slither around the 14 turns of Albert Park and hang on. Tests don't come any tougher than this in Formula One. How you respond to the deluge that is coming is going to decide who wins the opening Grand Prix of the year. Remember the medium tyre is off going to McLaren's. First of all, Lando Norris, then Oscar Piaz-Tri. I'm off. I'm off. Can you get in? Can you come in? Yeah, box, box, box. Box is that. Box is that."
clip_1437,High Stress,Calm,0.5141,Calm,0.8568,High Stress,0.75,85,into the boxing box box box. I need to box sex up. Keep an eye on it. I'm just a Max. Take care. Take care. And it's Max Estaban who rolls the dice along with Yuki Sonoda who is up to second place. Lewis Hamilton third for Ferrari on debut. Oscar if you can get going then hit. For now we are staying out. That was no if you need me to hit us. It's okay. Just keep me up to date with the box.
clip_1438,High Stress,Calm,0.3012,Calm,0.502,High Stress,0.7,49,"sector. That's slippery. Give us your thoughts, Max. Let us know by turn 30. Here it's very wet. I like, you know, quite slippery. Take care. Your first two sectors were strong. Stay out, Max. He will stay out. The rest of the track is dry. It's just 12.13. So caution 12.13."
clip_1439,Frustrated,High Stress,0.28,Calm,0.3906,High Stress,0.7,7,Are they struggling at all or not?
clip_1440,High Stress,Calm,0.428,Calm,0.7133,High Stress,0.7,35,"There's lots going on around the track. There's currently double yellow flags to 13. Yes, people stayed out struggling sector 3. Let me know last sector. It's still wet, still wet. Caution, final sector. That's so good."
clip_1441,Frustrated,Calm,0.5682,Calm,0.9469,High Stress,0.75,103,"That's just the last sector. So currently, first sector's still quicker than Norris. Sector two the same, sector three only four seconds lower. Stay up for now, I will let you know. He's losing massive amounts of time, but the team have decided to stay out. All or nothing for Verstappen and Red Bull. Box, Max, box, box and confirm, box, pick and firm. They can't hang on on slick tyres on a wet track any longer. Will Lewis Hamilton try and do the opposite to try and claim victory on debut for Ferrari? Surely he's going to be losing too much time."
clip_1442,Frustrated,High Stress,0.3,Calm,0.4154,High Stress,0.75,85,"if he stays out. He's gonna get him! He's gonna get him! Lewis Hamilton leads on Ferrari debut. Charlotte Clare is second. Lando Norris is in the intermediate. Tyres and he's got a chance to catch them and reclaim first place in the race. This is the wetest part. You are leading the race. Yes, very sippy, mate. More rain coming down. I mean, it's quite clear now that the radar was coming to us all track to the parts in that before."
clip_1446,High Stress,Calm,0.5533,Calm,0.9221,High Stress,0.7,91,"We're not fitting a tyre. It's wet. OK, I just want to make sure I've got the right one lined up in case it goes dry. Yep, now you can put them all away, mate. All good. I'll not do that quite now. Mode three, Max, and Strat 6. Let's confirm six racing laps. With it going the distance, with the win in the balance, Kanland and O'Norris break clear, they're all fighting the cars. Lewis Hamilton, Charlotte Claire, on the restart, super close together. Heading into turn two, and Charlotte Claire, eight."
clip_1447,Calm,Calm,0.3761,Calm,0.6268,High Stress,0.75,6,the next round. We're going to
clip_1448,High Stress,High Stress,0.3,Calm,0.3505,High Stress,0.75,33,the opportunity to opportunity to the opportunity to the opportunity to the opportunity to the opportunity to the opportunity to the opportunity to the opportunity to the opportunity to the opportunity to the
